State,County
iowa,franklin
iowa,grundy
iowa,guthrie
iowa,hamilton
iowa,hancock
iowa,hardin
iowa,harrison
iowa,henry
iowa,howard
iowa,iowa
iowa,jackson
iowa,jasper
iowa,jefferson
iowa,johnson
iowa,jones
iowa,keokuk
iowa,kossuth
iowa,lee
iowa,linn
iowa,louisa
iowa,lyon
iowa,madison
iowa,mahaska
iowa,marion
iowa,marshall
iowa,mills
iowa,mitchell
iowa,monona
iowa,montgomery
iowa,muscatine
iowa,o'brien
iowa,page
iowa,plymouth
iowa,polk
iowa,pottawattamie
iowa,poweshiek
iowa,scott
iowa,shelby
iowa,sioux
iowa,story
iowa,tama
iowa,taylor
iowa,unassigned
iowa,van-buren
iowa,wapello
iowa,warren
iowa,washington
iowa,webster
iowa,winnebago
iowa,winneshiek
iowa,woodbury
iowa,wright
kansas,anderson
kansas,atchison
kansas,barton
kansas,bourbon
kansas,butler
kansas,chautauqua
kansas,cherokee
kansas,clay
kansas,cloud
kansas,coffey
kansas,cowley
kansas,crawford
kansas,doniphan
kansas,douglas
kansas,finney
kansas,ford
kansas,franklin
kansas,geary
kansas,gove
kansas,greenwood
kansas,harvey
kansas,jackson
kansas,jefferson
kansas,jewell
kansas,johnson
kansas,labette
kansas,leavenworth
kansas,linn
kansas,lyon
kansas,marion
kansas,mcpherson
kansas,miami
kansas,mitchell
kansas,montgomery
kansas,morris
kansas,morton
kansas,neosho
kansas,osage
kansas,osborne
kansas,ottawa
kansas,pottawatomie
kansas,pratt
kansas,reno
kansas,republic
kansas,riley
kansas,saline
kansas,sedgwick
kansas,shawnee
kansas,stafford
kansas,stevens
kansas,sumner
kansas,unassigned
kansas,wabaunsee
kansas,woodson
kansas,wyandotte
kentucky,adair
kentucky,allen
kentucky,anderson
kentucky,barren
kentucky,bath
kentucky,boone
kentucky,bourbon
kentucky,boyd
kentucky,boyle
kentucky,bracken
kentucky,breathitt
kentucky,breckinridge
kentucky,bullitt
kentucky,butler
kentucky,caldwell
kentucky,calloway
kentucky,campbell
kentucky,carroll
kentucky,carter
kentucky,christian
kentucky,clark
kentucky,clinton
kentucky,crittenden
kentucky,cumberland
kentucky,daviess
kentucky,edmonson
kentucky,fayette
kentucky,franklin
kentucky,grant
kentucky,graves
kentucky,grayson
kentucky,greenup
kentucky,hancock
kentucky,hardin
kentucky,harrison
kentucky,henderson
kentucky,henry
kentucky,hopkins
kentucky,jefferson
kentucky,jessamine
kentucky,johnson
kentucky,kenton
kentucky,larue
kentucky,laurel
kentucky,lawrence
kentucky,lewis
kentucky,logan
kentucky,lyon
kentucky,madison
kentucky,marion
kentucky,marshall
kentucky,martin
kentucky,mason
kentucky,mccracken
kentucky,mccreary
kentucky,mclean
kentucky,meade
kentucky,menifee
kentucky,mercer
kentucky,montgomery
kentucky,muhlenberg
kentucky,nelson
kentucky,nicholas
kentucky,ohio
kentucky,oldham
kentucky,pendleton
kentucky,perry
kentucky,pike
kentucky,powell
kentucky,pulaski
kentucky,rockcastle
kentucky,russell
kentucky,scott
kentucky,shelby
kentucky,simpson
kentucky,spencer
kentucky,taylor
kentucky,unassigned
kentucky,union
kentucky,warren
kentucky,washington
kentucky,wayne
kentucky,webster
kentucky,woodford
louisiana,acadia
louisiana,allen
louisiana,ascension
louisiana,assumption
louisiana,avoyelles
louisiana,beauregard
louisiana,bienville
louisiana,bossier
louisiana,caddo
louisiana,calcasieu
louisiana,caldwell
louisiana,catahoula
louisiana,claiborne
louisiana,concordia
louisiana,de-soto
louisiana,east-baton-rouge
louisiana,east-carroll
louisiana,east-feliciana
louisiana,evangeline
louisiana,franklin
louisiana,grant
louisiana,iberia
louisiana,iberville
louisiana,jackson
louisiana,jefferson
louisiana,jefferson-davis
louisiana,lafayette
louisiana,lafourche
louisiana,lasalle
louisiana,lincoln
louisiana,livingston
louisiana,madison
louisiana,morehouse
louisiana,natchitoches
louisiana,orleans
louisiana,ouachita
louisiana,plaquemines
louisiana,pointe-coupee
louisiana,rapides
louisiana,red-river
louisiana,richland
louisiana,sabine
louisiana,st.-bernard
louisiana,st.-charles
louisiana,st.-helena
louisiana,st.-james
louisiana,st.-john-the-baptist
louisiana,st.-landry
louisiana,st.-martin
louisiana,st.-mary
louisiana,st.-tammany
louisiana,tangipahoa
louisiana,terrebonne
louisiana,unassigned
louisiana,union
louisiana,vermilion
louisiana,vernon
louisiana,washington
louisiana,webster
louisiana,west-baton-rouge
louisiana,west-carroll
louisiana,west-feliciana
louisiana,winn
maine,androscoggin
maine,aroostook
maine,cumberland
maine,franklin
maine,hancock
maine,kennebec
maine,knox
maine,lincoln
maine,oxford
maine,penobscot
maine,sagadahoc
maine,somerset
maine,unassigned
maine,waldo
maine,washington
maine,york
maryland,allegany
maryland,anne-arundel
maryland,baltimore
maryland,baltimore-city
maryland,calvert
maryland,caroline
maryland,carroll
maryland,cecil
maryland,charles
maryland,dorchester
maryland,frederick
maryland,garrett
maryland,harford
maryland,howard
maryland,kent
maryland,montgomery
maryland,prince-george's
maryland,queen-anne's
maryland,somerset
maryland,st.-mary's
maryland,talbot
maryland,unassigned
maryland,washington
maryland,wicomico
maryland,worcester
massachusetts,barnstable
massachusetts,berkshire
massachusetts,bristol
massachusetts,dukes-and-nantucket
massachusetts,essex
massachusetts,franklin
massachusetts,hampden
massachusetts,hampshire
massachusetts,middlesex
massachusetts,norfolk
massachusetts,plymouth
massachusetts,suffolk
massachusetts,unassigned
massachusetts,worcester
michigan,allegan
michigan,antrim
michigan,arenac
michigan,barry
michigan,bay
michigan,benzie
michigan,berrien
michigan,branch
michigan,calhoun
michigan,cass
michigan,charlevoix
michigan,cheboygan
michigan,chippewa
michigan,clare
michigan,clinton
michigan,crawford
michigan,delta
michigan,dickinson
michigan,eaton
michigan,emmet
michigan,genesee
michigan,gladwin
michigan,gogebic
michigan,grand-traverse
michigan,gratiot
michigan,hillsdale
michigan,houghton
michigan,huron
michigan,ingham
michigan,ionia
michigan,iosco
michigan,isabella
michigan,jackson
michigan,kalamazoo
michigan,kalkaska
michigan,kent
michigan,lapeer
michigan,leelanau
michigan,lenawee
michigan,livingston
michigan,luce
michigan,mackinac
michigan,macomb
michigan,manistee
michigan,marquette
michigan,mecosta
michigan,midland
michigan,missaukee
michigan,monroe
michigan,montcalm
michigan,muskegon
michigan,newaygo
michigan,oakland
michigan,oceana
michigan,ogemaw
michigan,ontonagon
michigan,osceola
michigan,oscoda
michigan,otsego
michigan,ottawa
michigan,out-of-mi
michigan,presque-isle
michigan,roscommon
michigan,saginaw
michigan,sanilac
michigan,schoolcraft
michigan,shiawassee
michigan,st.-clair
michigan,st.-joseph
michigan,tuscola
michigan,unassigned
michigan,van-buren
michigan,washtenaw
michigan,wayne
michigan,wexford
minnesota,anoka
minnesota,beltrami
minnesota,benton
minnesota,big-stone
minnesota,blue-earth
minnesota,brown
minnesota,carlton
minnesota,carver
minnesota,cass
minnesota,chisago
minnesota,clay
minnesota,clearwater
minnesota,cottonwood
minnesota,crow-wing
minnesota,dakota
minnesota,dodge
minnesota,douglas
minnesota,faribault
minnesota,fillmore
minnesota,freeborn
minnesota,goodhue
minnesota,hennepin
minnesota,houston
minnesota,isanti
minnesota,itasca
minnesota,jackson
minnesota,kandiyohi
minnesota,koochiching
minnesota,lac-qui-parle
minnesota,le-sueur
minnesota,lincoln
minnesota,lyon
minnesota,mahnomen
minnesota,martin
minnesota,mcleod
minnesota,meeker
minnesota,mower
minnesota,murray
minnesota,nicollet
minnesota,olmsted
minnesota,otter-tail
minnesota,pipestone
minnesota,polk
minnesota,ramsey
minnesota,redwood
minnesota,renville
minnesota,rice
minnesota,scott
minnesota,sherburne
minnesota,sibley
minnesota,st.-louis
minnesota,stearns
minnesota,steele
minnesota,traverse
minnesota,unassigned
minnesota,wabasha
minnesota,waseca
minnesota,washington
minnesota,watonwan
minnesota,wilkin
minnesota,winona
minnesota,wright
minnesota,yellow-medicine
mississippi,adams
mississippi,alcorn
mississippi,amite
mississippi,attala
mississippi,benton
mississippi,bolivar
mississippi,calhoun
mississippi,carroll
mississippi,chickasaw
mississippi,choctaw
mississippi,claiborne
mississippi,clarke
mississippi,clay
mississippi,coahoma
mississippi,copiah
mississippi,covington
mississippi,desoto
mississippi,forrest
mississippi,franklin
mississippi,george
mississippi,greene
mississippi,grenada
mississippi,hancock
mississippi,harrison
mississippi,hinds
mississippi,holmes
mississippi,humphreys
mississippi,itawamba
mississippi,jackson
mississippi,jasper
mississippi,jefferson
mississippi,jones
mississippi,kemper
mississippi,lafayette
mississippi,lamar
mississippi,lauderdale
mississippi,lawrence
mississippi,leake
mississippi,lee
mississippi,leflore
mississippi,lincoln
mississippi,lowndes
mississippi,madison
mississippi,marion
mississippi,marshall
mississippi,monroe
mississippi,montgomery
mississippi,neshoba
mississippi,newton
mississippi,noxubee
mississippi,oktibbeha
mississippi,panola
mississippi,pearl-river
mississippi,perry
mississippi,pike
mississippi,pontotoc
mississippi,prentiss
mississippi,quitman
mississippi,rankin
mississippi,scott
mississippi,sharkey
mississippi,simpson
mississippi,smith
mississippi,stone
mississippi,sunflower
mississippi,tallahatchie
mississippi,tate
mississippi,tippah
mississippi,tishomingo
mississippi,tunica
mississippi,union
mississippi,walthall
mississippi,warren
mississippi,washington
mississippi,wayne
mississippi,webster
mississippi,wilkinson
mississippi,winston
mississippi,yalobusha
mississippi,yazoo
missouri,adair
missouri,atchison
missouri,barry
missouri,bates
missouri,benton
missouri,bollinger
missouri,boone
missouri,buchanan
missouri,butler
missouri,caldwell
missouri,callaway
missouri,camden
missouri,cape-girardeau
missouri,carter
missouri,cass
missouri,cedar
missouri,chariton
missouri,christian
missouri,clark
missouri,clay
missouri,clinton
missouri,cole
missouri,cooper
missouri,crawford
missouri,dallas
missouri,dekalb
missouri,dunklin
missouri,franklin
missouri,gasconade
missouri,gentry
missouri,greene
missouri,harrison
missouri,henry
missouri,howell
missouri,jackson
missouri,jasper
missouri,jefferson
missouri,johnson
missouri,kansas-city
missouri,lafayette
missouri,lincoln
missouri,linn
missouri,livingston
missouri,macon
missouri,madison
missouri,maries
missouri,mcdonald
missouri,moniteau
missouri,montgomery
missouri,morgan
missouri,new-madrid
missouri,newton
missouri,nodaway
missouri,osage
missouri,pemiscot
missouri,perry
missouri,pettis
missouri,phelps
missouri,pike
missouri,platte
missouri,pulaski
missouri,ralls
missouri,randolph
missouri,ray
missouri,reynolds
missouri,ripley
missouri,saline
missouri,scott
missouri,shelby
missouri,st.-charles
missouri,st.-francois
missouri,st.-louis
missouri,st.-louis-city
missouri,ste.-genevieve
missouri,stoddard
missouri,stone
missouri,taney
missouri,texas
missouri,unassigned
missouri,warren
missouri,webster
missouri,worth
missouri,wright
montana,beaverhead
montana,broadwater
montana,carbon
montana,cascade
montana,deer-lodge
montana,flathead
montana,gallatin
montana,glacier
montana,hill
montana,jefferson
montana,lake
montana,lewis-and-clark
montana,liberty
montana,lincoln
montana,madison
montana,meagher
montana,missoula
montana,musselshell
montana,park
montana,ravalli
montana,roosevelt
montana,silver-bow
montana,toole
montana,unassigned
montana,yellowstone
nebraska,adams
nebraska,antelope
nebraska,buffalo
nebraska,cass
nebraska,cherry
nebraska,cheyenne
nebraska,colfax
nebraska,cuming
nebraska,custer
nebraska,dawson
nebraska,dodge
nebraska,douglas
nebraska,gage
nebraska,gosper
nebraska,hall
nebraska,hamilton
nebraska,kearney
nebraska,kimball
nebraska,knox
nebraska,lancaster
nebraska,lincoln
nebraska,logan
nebraska,madison
nebraska,merrick
nebraska,nemaha
nebraska,otoe
nebraska,phelps
nebraska,platte
nebraska,sarpy
nebraska,saunders
nebraska,scotts-bluff
nebraska,seward
nebraska,stanton
nebraska,unassigned
nebraska,washington
nebraska,york
nevada,carson-city
nevada,clark
nevada,douglas
nevada,elko
nevada,humboldt
nevada,lyon
nevada,nye
nevada,unassigned
nevada,washoe
nevada,white-pine
new-hampshire,belknap
new-hampshire,carroll
new-hampshire,cheshire
new-hampshire,coos
new-hampshire,grafton
new-hampshire,hillsborough
new-hampshire,merrimack
new-hampshire,rockingham
new-hampshire,strafford
new-hampshire,sullivan
new-hampshire,unassigned
new-jersey,atlantic
new-jersey,bergen
new-jersey,burlington
new-jersey,camden
new-jersey,cape-may
new-jersey,cumberland
new-jersey,essex
new-jersey,gloucester
new-jersey,hudson
new-jersey,hunterdon
new-jersey,mercer
new-jersey,middlesex
new-jersey,monmouth
new-jersey,morris
new-jersey,ocean
new-jersey,passaic
new-jersey,salem
new-jersey,somerset
new-jersey,sussex
new-jersey,unassigned
new-jersey,union
new-jersey,warren
new-mexico,bernalillo
new-mexico,catron
new-mexico,chaves
new-mexico,cibola
new-mexico,curry
new-mexico,dona-ana
new-mexico,eddy
new-mexico,grant
new-mexico,lea
new-mexico,lincoln
new-mexico,los-alamos
new-mexico,mckinley
new-mexico,otero
new-mexico,rio-arriba
new-mexico,roosevelt
new-mexico,san-juan
new-mexico,san-miguel
new-mexico,sandoval
new-mexico,santa-fe
new-mexico,socorro
new-mexico,taos
new-mexico,torrance
new-mexico,unassigned
new-mexico,valencia
new-york,albany
new-york,allegany
new-york,broome
new-york,cattaraugus
new-york,cayuga
new-york,chautauqua
new-york,chemung
new-york,chenango
new-york,clinton
new-york,columbia
new-york,cortland
new-york,delaware
new-york,dutchess
new-york,erie
new-york,essex
new-york,franklin
new-york,fulton
new-york,genesee
new-york,greene
new-york,hamilton
new-york,herkimer
new-york,jefferson
new-york,lewis
new-york,livingston
new-york,madison
new-york,monroe
new-york,montgomery
new-york,nassau
new-york,new-york-city
new-york,niagara
new-york,oneida
new-york,onondaga
new-york,ontario
new-york,orange
new-york,orleans
new-york,oswego
new-york,otsego
new-york,putnam
new-york,rensselaer
new-york,rockland
new-york,saratoga
new-york,schenectady
new-york,schoharie
new-york,schuyler
new-york,seneca
new-york,st.-lawrence
new-york,steuben
new-york,suffolk
new-york,sullivan
new-york,tioga
new-york,tompkins
new-york,ulster
new-york,unassigned
new-york,warren
new-york,washington
new-york,wayne
new-york,westchester
new-york,wyoming
new-york,yates
north-carolina,alamance
north-carolina,alexander
north-carolina,alleghany
north-carolina,anson
north-carolina,ashe
north-carolina,beaufort
north-carolina,bertie
north-carolina,bladen
north-carolina,brunswick
north-carolina,buncombe
north-carolina,burke
north-carolina,cabarrus
north-carolina,caldwell
north-carolina,carteret
north-carolina,caswell
north-carolina,catawba
north-carolina,chatham
north-carolina,cherokee
north-carolina,chowan
north-carolina,clay
north-carolina,cleveland
north-carolina,columbus
north-carolina,craven
north-carolina,cumberland
north-carolina,currituck
north-carolina,dare
north-carolina,davidson
north-carolina,davie
north-carolina,duplin
north-carolina,durham
north-carolina,edgecombe
north-carolina,forsyth
north-carolina,franklin
north-carolina,gaston
north-carolina,gates
north-carolina,granville
north-carolina,greene
north-carolina,guilford
north-carolina,halifax
north-carolina,harnett
north-carolina,haywood
north-carolina,henderson
north-carolina,hertford
north-carolina,hoke
north-carolina,iredell
north-carolina,jackson
north-carolina,johnston
north-carolina,lee
north-carolina,lenoir
north-carolina,lincoln
north-carolina,macon
north-carolina,martin
north-carolina,mcdowell
north-carolina,mecklenburg
north-carolina,mitchell
north-carolina,montgomery
north-carolina,moore
north-carolina,nash
north-carolina,new-hanover
north-carolina,northampton
north-carolina,onslow
north-carolina,orange
north-carolina,pamlico
north-carolina,pasquotank
north-carolina,pender
north-carolina,perquimans
north-carolina,person
north-carolina,pitt
north-carolina,polk
north-carolina,randolph
north-carolina,richmond
north-carolina,robeson
north-carolina,rockingham
north-carolina,rowan
north-carolina,rutherford
north-carolina,sampson
north-carolina,scotland
north-carolina,stanly
north-carolina,stokes
north-carolina,surry
north-carolina,swain
north-carolina,transylvania
north-carolina,union
north-carolina,vance
north-carolina,wake
north-carolina,warren
north-carolina,washington
north-carolina,watauga
north-carolina,wayne
north-carolina,wilkes
north-carolina,wilson
north-carolina,yadkin
north-dakota,barnes
north-dakota,burke
north-dakota,burleigh
north-dakota,cass
north-dakota,divide
north-dakota,dunn
north-dakota,eddy
north-dakota,emmons
north-dakota,foster
north-dakota,grand-forks
north-dakota,grant
north-dakota,mchenry
north-dakota,mcintosh
